Cumulative Return,Volatility (Standard Deviation of Returns),Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Alpha,Beta,VaR (95%),iteration,strategy,rl_model,data_group
-0.12854219794670732,0.19025978830859336,-0.2625888063282656,-0.39834204882030533,-0.338211527817704,-0.14771847378055816,,,-0.019345865886549823,107,baseline,PPO,Group1
-0.1663043118068714,0.1599956314496092,-0.47408064929629884,-0.7021938749655724,-0.2430970273059237,-0.3120187592699278,,,-0.016506341017476188,107,baseline,PPO,Group2
-0.15193498246254297,0.1783044733905854,-0.36434208885136726,-0.5446132599618112,-0.3411005412923411,-0.1904535948273137,,,-0.017778242056497483,107,baseline,A2C,Group1
-0.14828877855673286,0.15968856908083792,-0.4126418877582731,-0.6110615676582153,-0.2566119234593117,-0.2567853890444125,,,-0.016757265368613262,107,baseline,A2C,Group2
-0.01996773914806341,0.19095543421812872,0.04231833806720636,0.06325888206693212,-0.2942659614076761,0.027461268650836767,,,-0.017791460871185674,107,baseline,DDPG,Group1
0.06614714140282682,0.15847333982483122,0.28921128454667927,0.4316321257123839,-0.1803487860197942,0.25413133733049653,,,-0.015953619502550448,107,baseline,DDPG,Group2
-0.23702305716821953,0.19086028433186353,-0.5837766661460668,-0.8766403888812306,-0.3809264979884779,-0.2924967968238215,,,-0.018791146381928983,107,naive,PPO,Group1
-0.1417333001197291,0.15962963566426205,-0.3901315483252514,-0.5708777623883228,-0.24463162920951625,-0.25457279224902346,,,-0.017002755005260724,107,naive,PPO,Group2
-0.10996654518747702,0.17544014872765273,-0.24175515149928217,-0.3671302422368825,-0.31214698384772693,-0.1358768847031393,,,-0.017511799791207004,107,naive,A2C,Group1
-0.04321578483854595,0.1609490012165066,-0.057702671366170334,-0.08488418660009991,-0.1882444433268468,-0.04933578468387609,,,-0.015865144869055426,107,naive,A2C,Group2
-0.01996773914806341,0.19095543421812872,0.04231833806720636,0.06325888206693212,-0.2942659614076761,0.027461268650836767,,,-0.017791460871185674,107,naive,DDPG,Group1
0.06614714140282682,0.15847333982483122,0.28921128454667927,0.4316321257123839,-0.1803487860197942,0.25413133733049653,,,-0.015953619502550448,107,naive,DDPG,Group2
-0.14526828557095273,0.1874796578585153,-0.3184310607370306,-0.4920912683794497,-0.32524431161458345,-0.18355231494178045,,,-0.017967304673159844,107,ewc,PPO,Group1
-0.1366961058842433,0.16157566679763524,-0.36654035511459054,-0.5467684203473466,-0.22775313003348405,-0.2600359533024856,,,-0.016539880244840842,107,ewc,PPO,Group2
-0.02620799195461106,0.21334211461895708,0.043995422703438355,0.06694665720971607,-0.33349198541866487,0.028144833829584114,,,-0.019684284816757405,107,ewc,A2C,Group1
-0.009395287888472522,0.1623409780147989,0.05191448804709215,0.07797367772697102,-0.19158976478114856,0.04398903444727119,,,-0.016242906304606796,107,ewc,A2C,Group2
-0.01996773914806341,0.19095543421812872,0.04231833806720636,0.06325888206693212,-0.2942659614076761,0.027461268650836767,,,-0.017791460871185674,107,ewc,DDPG,Group1
0.06614714140282682,0.15847333982483122,0.28921128454667927,0.4316321257123839,-0.1803487860197942,0.25413133733049653,,,-0.015953619502550448,107,ewc,DDPG,Group2
-0.14604214250565348,0.1890644380503482,-0.316493399765627,-0.4823783763352338,-0.3384254333796806,-0.17681190853702897,,,-0.0183130651778142,107,replay,PPO,Group1
-0.14855156639741268,0.15974527692478493,-0.413275110746951,-0.5979259626048455,-0.26318006683561157,-0.2508501035286601,,,-0.01648086152706235,107,replay,PPO,Group2
-0.1067902527606678,0.16823428910398086,-0.24891041205924955,-0.3740771896768824,-0.31048502232461483,-0.13487048718113634,,,-0.016907178870449818,107,replay,A2C,Group1
-0.07102970219458817,0.15925281817615158,-0.15182141918246322,-0.22420527105500665,-0.2120769982389328,-0.11400571049704505,,,-0.016159499105720128,107,replay,A2C,Group2
-0.01996773914806341,0.19095543421812872,0.04231833806720636,0.06325888206693212,-0.2942659614076761,0.027461268650836767,,,-0.017791460871185674,107,replay,DDPG,Group1
0.06614714140282682,0.15847333982483122,0.28921128454667927,0.4316321257123839,-0.1803487860197942,0.25413133733049653,,,-0.015953619502550448,107,replay,DDPG,Group2
