iteration,strategy,rl_model,data_group,portfolio_values
153,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99631.024716
2022-01-05     98912.367485
2022-01-06     98580.045540
2022-01-07     98905.828525
                  ...      
2023-12-22     77414.709187
2023-12-26     77501.987331
2023-12-27     77537.930134
2023-12-28     77627.733834
2023-12-29     77595.201234
Length: 501, dtype: float64"
153,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100394.138952
2022-01-05     99421.623594
2022-01-06     99331.156600
2022-01-07     98900.153439
                  ...      
2023-12-22     88359.831142
2023-12-26     88630.465840
2023-12-27     88721.921448
2023-12-28     88609.326160
2023-12-29     88522.242452
Length: 501, dtype: float64"
153,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100049.921338
2022-01-05     99703.792538
2022-01-06     99517.612549
2022-01-07     99868.755560
                  ...      
2023-12-22     86759.609495
2023-12-26     86890.967155
2023-12-27     86973.736058
2023-12-28     87167.149505
2023-12-29     87084.398732
Length: 501, dtype: float64"
153,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100068.872562
2022-01-05     99027.151639
2022-01-06     98986.404509
2022-01-07     98924.439057
                  ...      
2023-12-22     83725.365672
2023-12-26     84198.754223
2023-12-27     84212.404100
2023-12-28     84227.610416
2023-12-29     84119.667988
Length: 501, dtype: float64"
153,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99796.222287
2022-01-05     98701.860360
2022-01-06     98397.617696
2022-01-07     98547.694067
                  ...      
2023-12-22     98476.907788
2023-12-26     98654.105680
2023-12-27     98710.880188
2023-12-28     98933.726303
2023-12-29     98829.554754
Length: 501, dtype: float64"
153,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99987.405607
2022-01-05     99213.604838
2022-01-06     98899.629054
2022-01-07     98760.467303
                  ...      
2023-12-22    103805.393829
2023-12-26    104225.567846
2023-12-27    104336.343400
2023-12-28    104361.113448
2023-12-29    104324.475726
Length: 501, dtype: float64"
153,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99589.398918
2022-01-05     98885.140514
2022-01-06     98376.895447
2022-01-07     98575.810516
                  ...      
2023-12-22     73982.242153
2023-12-26     74149.960477
2023-12-27     74219.004035
2023-12-28     74354.931888
2023-12-29     74314.787192
Length: 501, dtype: float64"
153,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100156.819870
2022-01-05     99701.092232
2022-01-06     99627.891604
2022-01-07     99288.504916
                  ...      
2023-12-22     89327.933906
2023-12-26     89664.531382
2023-12-27     89744.176663
2023-12-28     89584.781056
2023-12-29     89476.130133
Length: 501, dtype: float64"
153,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99669.710441
2022-01-05     99345.096836
2022-01-06     99056.167508
2022-01-07     99364.079182
                  ...      
2023-12-22     84330.826155
2023-12-26     84448.942477
2023-12-27     84479.008965
2023-12-28     84633.038126
2023-12-29     84566.451106
Length: 501, dtype: float64"
153,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100177.974811
2022-01-05     99227.856945
2022-01-06     99066.985600
2022-01-07     99028.100587
                  ...      
2023-12-22     90141.530427
2023-12-26     90562.654030
2023-12-27     90677.241900
2023-12-28     90674.051726
2023-12-29     90555.456700
Length: 501, dtype: float64"
153,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99796.222287
2022-01-05     98701.860360
2022-01-06     98397.617696
2022-01-07     98547.694067
                  ...      
2023-12-22     98476.907788
2023-12-26     98654.105680
2023-12-27     98710.880188
2023-12-28     98933.726303
2023-12-29     98829.554754
Length: 501, dtype: float64"
153,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99987.405607
2022-01-05     99213.604838
2022-01-06     98899.629054
2022-01-07     98760.467303
                  ...      
2023-12-22    103805.393829
2023-12-26    104225.567846
2023-12-27    104336.343400
2023-12-28    104361.113448
2023-12-29    104324.475726
Length: 501, dtype: float64"
153,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99564.062743
2022-01-05     99273.847608
2022-01-06     99211.083094
2022-01-07     99308.537281
                  ...      
2023-12-22     78601.479407
2023-12-26     78685.303638
2023-12-27     78668.750547
2023-12-28     78784.434383
2023-12-29     78666.332611
Length: 501, dtype: float64"
153,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99484.082444
2022-01-05     98514.696006
2022-01-06     98429.277632
2022-01-07     98040.019958
                  ...      
2023-12-22     93964.594342
2023-12-26     94341.741963
2023-12-27     94418.702872
2023-12-28     94371.334509
2023-12-29     94290.620438
Length: 501, dtype: float64"
