iteration,strategy,rl_model,data_group,portfolio_values
145,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99342.896398
2022-01-05     98914.671505
2022-01-06     98139.820242
2022-01-07     98214.163039
                  ...      
2023-12-22     79701.607286
2023-12-26     79925.630413
2023-12-27     80085.494258
2023-12-28     80044.363172
2023-12-29     79947.010520
Length: 501, dtype: float64"
145,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99880.138050
2022-01-05     98577.963798
2022-01-06     98773.213428
2022-01-07     98880.297603
                  ...      
2023-12-22     77008.701501
2023-12-26     77275.464653
2023-12-27     77163.776762
2023-12-28     77224.822663
2023-12-29     77227.136198
Length: 501, dtype: float64"
145,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99938.722314
2022-01-05     99806.821456
2022-01-06     99262.871092
2022-01-07     99244.906805
                  ...      
2023-12-22     92907.360328
2023-12-26     93128.237363
2023-12-27     93268.708687
2023-12-28     93258.314554
2023-12-29     93156.698355
Length: 501, dtype: float64"
145,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100332.915956
2022-01-05     99063.478451
2022-01-06     99106.127028
2022-01-07     99229.172110
                  ...      
2023-12-22     86436.882477
2023-12-26     86730.675403
2023-12-27     86650.851456
2023-12-28     86709.956780
2023-12-29     86715.520939
Length: 501, dtype: float64"
145,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99507.361644
2022-01-05     99340.947459
2022-01-06     98633.248242
2022-01-07     98244.603432
                  ...      
2023-12-22     95458.080288
2023-12-26     96003.045924
2023-12-27     96251.171192
2023-12-28     96347.106251
2023-12-29     96287.333872
Length: 501, dtype: float64"
145,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99503.887947
2022-01-05     97889.222699
2022-01-06     98001.989131
2022-01-07     97977.510340
                  ...      
2023-12-22    101612.218597
2023-12-26    101971.573708
2023-12-27    101915.756769
2023-12-28    102012.682418
2023-12-29    101975.334923
Length: 501, dtype: float64"
145,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100232.200759
2022-01-05     99481.882233
2022-01-06     98785.218757
2022-01-07     98673.674949
                  ...      
2023-12-22     87364.528364
2023-12-26     87639.268278
2023-12-27     87746.562799
2023-12-28     87647.594333
2023-12-29     87569.149528
Length: 501, dtype: float64"
145,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100017.589051
2022-01-05     99132.392987
2022-01-06     99449.388302
2022-01-07     99282.360422
                  ...      
2023-12-22     85624.821660
2023-12-26     85865.642280
2023-12-27     85840.799819
2023-12-28     85987.203980
2023-12-29     85964.143394
Length: 501, dtype: float64"
145,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99653.270229
2022-01-05     99229.000893
2022-01-06     98876.033071
2022-01-07     98689.031969
                  ...      
2023-12-22     93008.430931
2023-12-26     93218.429698
2023-12-27     93337.450482
2023-12-28     93294.285138
2023-12-29     93169.994233
Length: 501, dtype: float64"
145,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99842.972896
2022-01-05     98300.877635
2022-01-06     98414.820032
2022-01-07     98327.367844
                  ...      
2023-12-22     92255.284556
2023-12-26     92553.971166
2023-12-27     92436.148324
2023-12-28     92515.968698
2023-12-29     92416.812005
Length: 501, dtype: float64"
145,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99507.361644
2022-01-05     99340.947459
2022-01-06     98633.248242
2022-01-07     98244.603432
                  ...      
2023-12-22     95458.080288
2023-12-26     96003.045924
2023-12-27     96251.171192
2023-12-28     96347.106251
2023-12-29     96287.333872
Length: 501, dtype: float64"
145,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99503.887947
2022-01-05     97889.222699
2022-01-06     98001.989131
2022-01-07     97977.510340
                  ...      
2023-12-22    101612.218597
2023-12-26    101971.573708
2023-12-27    101915.756769
2023-12-28    102012.682418
2023-12-29    101975.334923
Length: 501, dtype: float64"
145,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99864.379351
2022-01-05     98942.782451
2022-01-06     98499.717393
2022-01-07     98085.383872
                  ...      
2023-12-22     81807.675814
2023-12-26     82349.449559
2023-12-27     82498.543735
2023-12-28     82473.913056
2023-12-29     82341.907645
Length: 501, dtype: float64"
145,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99605.824811
2022-01-05     98480.361830
2022-01-06     98794.882055
2022-01-07     98807.650277
                  ...      
2023-12-22     85978.877740
2023-12-26     86175.239705
2023-12-27     86138.035174
2023-12-28     86227.324376
2023-12-29     86169.664270
Length: 501, dtype: float64"
145,ewc,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100317.414025
2022-01-05     99604.942142
2022-01-06     99433.508967
2022-01-07     99476.032961
                  ...      
2023-12-22     94912.127558
2023-12-26     95168.516992
2023-12-27     95347.038026
2023-12-28     95438.074246
2023-12-29     95364.718225
Length: 501, dtype: float64"
145,ewc,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99773.661968
2022-01-05     98771.072371
2022-01-06     98704.269472
2022-01-07     98768.445552
                  ...      
2023-12-22    100336.671265
2023-12-26    100696.908432
2023-12-27    100704.024579
2023-12-28    100900.975128
2023-12-29    100920.138650
Length: 501, dtype: float64"
145,ewc,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99507.361644
2022-01-05     99340.947459
2022-01-06     98633.248242
2022-01-07     98244.603432
                  ...      
2023-12-22     95458.080288
2023-12-26     96003.045924
2023-12-27     96251.171192
2023-12-28     96347.106251
2023-12-29     96287.333872
Length: 501, dtype: float64"
145,ewc,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99503.887947
2022-01-05     97889.222699
2022-01-06     98001.989131
2022-01-07     97977.510340
                  ...      
2023-12-22    101612.218597
2023-12-26    101971.573708
2023-12-27    101915.756769
2023-12-28    102012.682418
2023-12-29    101975.334923
Length: 501, dtype: float64"
145,replay,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100023.348799
2022-01-05     99758.726150
2022-01-06     99253.823220
2022-01-07     99024.895520
                  ...      
2023-12-22     83551.558357
2023-12-26     83874.170945
2023-12-27     84036.397788
2023-12-28     84059.001153
2023-12-29     83984.579639
Length: 501, dtype: float64"
145,replay,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99794.724801
2022-01-05     98615.147816
2022-01-06     98515.397663
2022-01-07     98385.782655
                  ...      
2023-12-22     80540.031268
2023-12-26     80742.520910
2023-12-27     80664.234753
2023-12-28     80742.149522
2023-12-29     80713.651941
Length: 501, dtype: float64"
145,replay,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99961.604801
2022-01-05     99613.871054
2022-01-06     99252.401378
2022-01-07     99270.805616
                  ...      
2023-12-22     84804.822608
2023-12-26     84983.043162
2023-12-27     85117.339362
2023-12-28     85120.016461
2023-12-29     84985.904231
Length: 501, dtype: float64"
145,replay,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99667.216357
2022-01-05     98346.529960
2022-01-06     98680.036304
2022-01-07     98619.100735
                  ...      
2023-12-22     89779.682621
2023-12-26     90092.426338
2023-12-27     90012.758032
2023-12-28     90105.540156
2023-12-29     90105.743632
Length: 501, dtype: float64"
145,replay,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99507.361644
2022-01-05     99340.947459
2022-01-06     98633.248242
2022-01-07     98244.603432
                  ...      
2023-12-22     95458.080288
2023-12-26     96003.045924
2023-12-27     96251.171192
2023-12-28     96347.106251
2023-12-29     96287.333872
Length: 501, dtype: float64"
145,replay,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99503.887947
2022-01-05     97889.222699
2022-01-06     98001.989131
2022-01-07     97977.510340
                  ...      
2023-12-22    101612.218597
2023-12-26    101971.573708
2023-12-27    101915.756769
2023-12-28    102012.682418
2023-12-29    101975.334923
Length: 501, dtype: float64"
