iteration,strategy,rl_model,data_group,portfolio_values
125,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99710.886297
2022-01-05     98808.049768
2022-01-06     98518.709331
2022-01-07     98232.132407
                  ...      
2023-12-22     87190.241876
2023-12-26     87501.768045
2023-12-27     87617.163631
2023-12-28     87726.560918
2023-12-29     87673.892365
Length: 501, dtype: float64"
125,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99871.862098
2022-01-05     98900.983572
2022-01-06     98799.394293
2022-01-07     98853.071351
                  ...      
2023-12-22     78109.012679
2023-12-26     78264.141204
2023-12-27     78289.490336
2023-12-28     78278.576898
2023-12-29     78195.411490
Length: 501, dtype: float64"
125,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99653.867125
2022-01-05     99263.899802
2022-01-06     99115.805448
2022-01-07     98804.013045
                  ...      
2023-12-22     89018.428599
2023-12-26     89779.905906
2023-12-27     89939.311954
2023-12-28     90056.884815
2023-12-29     90011.615347
Length: 501, dtype: float64"
125,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99662.670544
2022-01-05     98258.807521
2022-01-06     98023.035816
2022-01-07     98184.670765
                  ...      
2023-12-22     87537.986044
2023-12-26     87658.869814
2023-12-27     87612.303811
2023-12-28     87503.342600
2023-12-29     87372.101984
Length: 501, dtype: float64"
125,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99983.898966
2022-01-05     99488.905538
2022-01-06     99461.579195
2022-01-07     99464.252498
                  ...      
2023-12-22     95383.768340
2023-12-26     95837.631407
2023-12-27     95994.450216
2023-12-28     96246.963423
2023-12-29     96138.170170
Length: 501, dtype: float64"
125,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99708.905336
2022-01-05     98585.479606
2022-01-06     98645.647412
2022-01-07     98915.552875
                  ...      
2023-12-22     95699.432521
2023-12-26     95898.791041
2023-12-27     95931.216836
2023-12-28     95922.868558
2023-12-29     95879.703090
Length: 501, dtype: float64"
125,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99339.054810
2022-01-05     98348.799318
2022-01-06     98135.045313
2022-01-07     97894.651692
                  ...      
2023-12-22     77142.761350
2023-12-26     77689.361954
2023-12-27     77837.617140
2023-12-28     77942.280039
2023-12-29     77915.182977
Length: 501, dtype: float64"
125,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100000.349485
2022-01-05     98568.863346
2022-01-06     98310.542304
2022-01-07     98388.218544
                  ...      
2023-12-22     79962.314946
2023-12-26     80083.132047
2023-12-27     80069.248707
2023-12-28     80042.803373
2023-12-29     79935.264227
Length: 501, dtype: float64"
125,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99559.793079
2022-01-05     99185.313513
2022-01-06     98954.601305
2022-01-07     98754.125336
                  ...      
2023-12-22     91288.342356
2023-12-26     91882.996449
2023-12-27     92044.883531
2023-12-28     92197.278023
2023-12-29     92127.857366
Length: 501, dtype: float64"
125,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99986.658045
2022-01-05     98583.033487
2022-01-06     98425.182760
2022-01-07     98576.253805
                  ...      
2023-12-22     87208.255872
2023-12-26     87381.461945
2023-12-27     87401.448463
2023-12-28     87360.141479
2023-12-29     87296.430285
Length: 501, dtype: float64"
125,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99983.898966
2022-01-05     99488.905538
2022-01-06     99461.579195
2022-01-07     99464.252498
                  ...      
2023-12-22     95383.768340
2023-12-26     95837.631407
2023-12-27     95994.450216
2023-12-28     96246.963423
2023-12-29     96138.170170
Length: 501, dtype: float64"
125,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99708.905336
2022-01-05     98585.479606
2022-01-06     98645.647412
2022-01-07     98915.552875
                  ...      
2023-12-22     95699.432521
2023-12-26     95898.791041
2023-12-27     95931.216836
2023-12-28     95922.868558
2023-12-29     95879.703090
Length: 501, dtype: float64"
125,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99985.561894
2022-01-05     99812.031976
2022-01-06     99757.268870
2022-01-07     99245.834707
                  ...      
2023-12-22     84419.410663
2023-12-26     84903.114290
2023-12-27     85013.406695
2023-12-28     85149.674584
2023-12-29     85126.447860
Length: 501, dtype: float64"
