iteration,strategy,rl_model,data_group,portfolio_values
106,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99092.851722
2022-01-05     98500.683027
2022-01-06     98173.137481
2022-01-07     97733.589816
                  ...      
2023-12-22     74650.182247
2023-12-26     75062.125761
2023-12-27     74999.382803
2023-12-28     75074.665237
2023-12-29     74974.110714
Length: 501, dtype: float64"
106,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100290.854507
2022-01-05     99971.499029
2022-01-06    100229.934623
2022-01-07    100119.214280
                  ...      
2023-12-22     90737.761936
2023-12-26     90900.680922
2023-12-27     90921.203169
2023-12-28     91014.648382
2023-12-29     90909.121978
Length: 501, dtype: float64"
106,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99645.560202
2022-01-05     98410.868849
2022-01-06     98166.446723
2022-01-07     97720.262273
                  ...      
2023-12-22     94897.716987
2023-12-26     95344.645750
2023-12-27     95354.185998
2023-12-28     95396.125903
2023-12-29     95321.184913
Length: 501, dtype: float64"
106,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100214.455454
2022-01-05     99843.829652
2022-01-06     99850.385303
2022-01-07    100044.942273
                  ...      
2023-12-22     87322.579636
2023-12-26     87560.989519
2023-12-27     87639.025531
2023-12-28     87739.347846
2023-12-29     87667.412790
Length: 501, dtype: float64"
106,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99135.174598
2022-01-05     98213.763581
2022-01-06     97829.941209
2022-01-07     97426.745065
                  ...      
2023-12-22     99340.953416
2023-12-26     99791.657057
2023-12-27     99855.440111
2023-12-28    100034.883393
2023-12-29    100028.542408
Length: 501, dtype: float64"
106,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99960.045332
2022-01-05     99429.288552
2022-01-06     99453.628397
2022-01-07     99789.196015
                  ...      
2023-12-22    108571.300817
2023-12-26    108730.577438
2023-12-27    108864.881368
2023-12-28    108956.417870
2023-12-29    108869.356384
Length: 501, dtype: float64"
106,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99121.356332
2022-01-05     97821.581465
2022-01-06     97362.530290
2022-01-07     96997.072972
                  ...      
2023-12-22     77076.596848
2023-12-26     77513.672221
2023-12-27     77574.897964
2023-12-28     77587.836794
2023-12-29     77504.488608
Length: 501, dtype: float64"
106,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100109.003806
2022-01-05     99370.519999
2022-01-06     99509.844498
2022-01-07     99825.568833
                  ...      
2023-12-22     85278.140950
2023-12-26     85418.294902
2023-12-27     85420.170292
2023-12-28     85467.709984
2023-12-29     85440.622871
Length: 501, dtype: float64"
106,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99320.943856
2022-01-05     97770.666232
2022-01-06     97427.713947
2022-01-07     96970.171670
                  ...      
2023-12-22     89010.961658
2023-12-26     89351.928641
2023-12-27     89330.318837
2023-12-28     89420.821191
2023-12-29     89267.893103
Length: 501, dtype: float64"
106,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100700.430200
2022-01-05    100114.054469
2022-01-06    100171.337236
2022-01-07    100457.723365
                  ...      
2023-12-22     89762.375982
2023-12-26     89885.937540
2023-12-27     90010.831238
2023-12-28     90094.103420
2023-12-29     90033.035590
Length: 501, dtype: float64"
