iteration,strategy,rl_model,data_group,portfolio_values
124,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99817.208153
2022-01-05     98775.233947
2022-01-06     98960.354387
2022-01-07     99013.241459
                  ...      
2023-12-22     88351.081412
2023-12-26     88522.547066
2023-12-27     88557.914186
2023-12-28     88427.431694
2023-12-29     88298.896558
Length: 501, dtype: float64"
124,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99688.207505
2022-01-05     98870.689318
2022-01-06     98323.915141
2022-01-07     98277.823061
                  ...      
2023-12-22     79283.797942
2023-12-26     79549.136604
2023-12-27     79599.695009
2023-12-28     79805.321499
2023-12-29     79777.428255
Length: 501, dtype: float64"
124,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99882.486848
2022-01-05     98246.485927
2022-01-06     98230.398669
2022-01-07     98240.674501
                  ...      
2023-12-22     92943.375657
2023-12-26     93143.115495
2023-12-27     93164.530225
2023-12-28     93049.621884
2023-12-29     92921.233706
Length: 501, dtype: float64"
124,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99623.723958
2022-01-05     99151.599669
2022-01-06     98796.015538
2022-01-07     98668.699622
                  ...      
2023-12-22     79896.451165
2023-12-26     80189.374329
2023-12-27     80230.785567
2023-12-28     80412.999386
2023-12-29     80337.205300
Length: 501, dtype: float64"
124,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99810.028981
2022-01-05     98614.549758
2022-01-06     98761.393626
2022-01-07     98944.670939
                  ...      
2023-12-22    103009.713958
2023-12-26    103271.682253
2023-12-27    103270.698262
2023-12-28    103193.516237
2023-12-29    103064.187622
Length: 501, dtype: float64"
124,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99744.889120
2022-01-05     98912.098760
2022-01-06     98701.305342
2022-01-07     98449.653608
                  ...      
2023-12-22     95546.736354
2023-12-26     96179.927076
2023-12-27     96233.528471
2023-12-28     96348.783009
2023-12-29     96287.152292
Length: 501, dtype: float64"
124,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100342.964297
2022-01-05     99239.892324
2022-01-06     99119.367161
2022-01-07     99299.650596
                  ...      
2023-12-22     84220.282359
2023-12-26     84416.339240
2023-12-27     84423.037172
2023-12-28     84356.163498
2023-12-29     84274.703109
Length: 501, dtype: float64"
124,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99401.198003
2022-01-05     99009.918476
2022-01-06     98548.352697
2022-01-07     98676.712996
                  ...      
2023-12-22     82829.972252
2023-12-26     83219.294067
2023-12-27     83266.552016
2023-12-28     83372.050755
2023-12-29     83290.545783
Length: 501, dtype: float64"
124,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99835.868309
2022-01-05     98381.139621
2022-01-06     98665.914797
2022-01-07     98945.593533
                  ...      
2023-12-22     95785.706874
2023-12-26     95992.314015
2023-12-27     95947.559924
2023-12-28     95890.300681
2023-12-29     95765.407904
Length: 501, dtype: float64"
124,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99469.487301
2022-01-05     98423.602373
2022-01-06     98199.247674
2022-01-07     97698.103533
                  ...      
2023-12-22     87052.206567
2023-12-26     87424.283484
2023-12-27     87513.717450
2023-12-28     87717.970906
2023-12-29     87695.120178
Length: 501, dtype: float64"
124,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99810.028981
2022-01-05     98614.549758
2022-01-06     98761.393626
2022-01-07     98944.670939
                  ...      
2023-12-22    103009.713958
2023-12-26    103271.682253
2023-12-27    103270.698262
2023-12-28    103193.516237
2023-12-29    103064.187622
Length: 501, dtype: float64"
124,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99744.889120
2022-01-05     98912.098760
2022-01-06     98701.305342
2022-01-07     98449.653608
                  ...      
2023-12-22     95546.736354
2023-12-26     96179.927076
2023-12-27     96233.528471
2023-12-28     96348.783009
2023-12-29     96287.152292
Length: 501, dtype: float64"
