iteration,strategy,rl_model,data_group,portfolio_values
117,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99268.515463
2022-01-05     97315.883683
2022-01-06     97281.909038
2022-01-07     97120.692148
                  ...      
2023-12-22     78129.692868
2023-12-26     78497.859899
2023-12-27     78464.021800
2023-12-28     78511.246179
2023-12-29     78289.089949
Length: 501, dtype: float64"
117,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99956.830295
2022-01-05    100209.848201
2022-01-06     99627.927881
2022-01-07    100087.332720
                  ...      
2023-12-22     87544.688675
2023-12-26     87657.582935
2023-12-27     87755.449323
2023-12-28     87887.816384
2023-12-29     87900.324534
Length: 501, dtype: float64"
117,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99386.216955
2022-01-05     97395.469531
2022-01-06     97637.112819
2022-01-07     97347.990612
                  ...      
2023-12-22     78154.235548
2023-12-26     78773.929428
2023-12-27     78752.496803
2023-12-28     78783.528055
2023-12-29     78636.467901
Length: 501, dtype: float64"
117,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100225.621306
2022-01-05    100059.675242
2022-01-06     99653.919653
2022-01-07     99779.592478
                  ...      
2023-12-22     86036.432852
2023-12-26     86182.527670
2023-12-27     86257.634468
2023-12-28     86362.337467
2023-12-29     86372.284659
Length: 501, dtype: float64"
117,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99569.298248
2022-01-05     97669.230704
2022-01-06     97735.809100
2022-01-07     97589.753543
                  ...      
2023-12-22    101528.865056
2023-12-26    101987.508374
2023-12-27    102054.181746
2023-12-28    102192.336314
2023-12-29    102031.646489
Length: 501, dtype: float64"
117,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100424.559214
2022-01-05    100459.325665
2022-01-06    100212.898846
2022-01-07    100275.632458
                  ...      
2023-12-22    101399.596722
2023-12-26    101636.760546
2023-12-27    101779.363549
2023-12-28    101977.266981
2023-12-29    101977.827394
Length: 501, dtype: float64"
117,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99567.517440
2022-01-05     97687.545853
2022-01-06     97835.563778
2022-01-07     97471.280747
                  ...      
2023-12-22     78729.862827
2023-12-26     79101.309626
2023-12-27     79130.249076
2023-12-28     79177.746284
2023-12-29     79007.528515
Length: 501, dtype: float64"
117,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100257.557676
2022-01-05    100724.534998
2022-01-06    100366.776847
2022-01-07    100736.805093
                  ...      
2023-12-22     83730.787606
2023-12-26     83888.393204
2023-12-27     84043.002987
2023-12-28     84185.108419
2023-12-29     84195.794663
Length: 501, dtype: float64"
117,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99578.866212
2022-01-05     98102.299100
2022-01-06     98326.726472
2022-01-07     98246.713683
                  ...      
2023-12-22     80012.877601
2023-12-26     80663.955382
2023-12-27     80623.441991
2023-12-28     80663.823006
2023-12-29     80493.880782
Length: 501, dtype: float64"
117,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100226.493857
2022-01-05    100620.335597
2022-01-06     99844.815268
2022-01-07     99919.792754
                  ...      
2023-12-22     84301.197132
2023-12-26     84418.965501
2023-12-27     84517.480138
2023-12-28     84735.661854
2023-12-29     84785.328243
Length: 501, dtype: float64"
117,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99569.298248
2022-01-05     97669.230704
2022-01-06     97735.809100
2022-01-07     97589.753543
                  ...      
2023-12-22    101528.865056
2023-12-26    101987.508374
2023-12-27    102054.181746
2023-12-28    102192.336314
2023-12-29    102031.646489
Length: 501, dtype: float64"
117,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100424.559214
2022-01-05    100459.325665
2022-01-06    100212.898846
2022-01-07    100275.632458
                  ...      
2023-12-22    101399.596722
2023-12-26    101636.760546
2023-12-27    101779.363549
2023-12-28    101977.266981
2023-12-29    101977.827394
Length: 501, dtype: float64"
117,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99412.052924
2022-01-05     97389.566250
2022-01-06     97659.009975
2022-01-07     97505.957942
                  ...      
2023-12-22     79294.383216
2023-12-26     79615.943228
2023-12-27     79604.267605
2023-12-28     79632.682520
2023-12-29     79424.435979
Length: 501, dtype: float64"
117,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99943.873291
2022-01-05    100189.909198
2022-01-06     99699.001333
2022-01-07     99472.108923
                  ...      
2023-12-22     84339.249854
2023-12-26     84399.646557
2023-12-27     84572.330406
2023-12-28     84642.305663
2023-12-29     84669.245188
Length: 501, dtype: float64"
117,ewc,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99491.540644
2022-01-05     98001.688178
2022-01-06     97784.209995
2022-01-07     97547.149117
                  ...      
2023-12-22     95516.913833
2023-12-26     96183.635678
2023-12-27     96212.553393
2023-12-28     96257.953556
2023-12-29     96087.834788
Length: 501, dtype: float64"
117,ewc,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100079.887592
2022-01-05    100298.368773
2022-01-06     99934.876670
2022-01-07    100089.810151
                  ...      
2023-12-22     96032.221101
2023-12-26     96255.393314
2023-12-27     96410.892362
2023-12-28     96424.247710
2023-12-29     96446.191594
Length: 501, dtype: float64"
117,ewc,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99569.298248
2022-01-05     97669.230704
2022-01-06     97735.809100
2022-01-07     97589.753543
                  ...      
2023-12-22    101528.865056
2023-12-26    101987.508374
2023-12-27    102054.181746
2023-12-28    102192.336314
2023-12-29    102031.646489
Length: 501, dtype: float64"
117,ewc,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100424.559214
2022-01-05    100459.325665
2022-01-06    100212.898846
2022-01-07    100275.632458
                  ...      
2023-12-22    101399.596722
2023-12-26    101636.760546
2023-12-27    101779.363549
2023-12-28    101977.266981
2023-12-29    101977.827394
Length: 501, dtype: float64"
