iteration,strategy,rl_model,data_group,portfolio_values
126,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100335.590626
2022-01-05     99285.241998
2022-01-06     98847.511565
2022-01-07     98623.593477
                  ...      
2023-12-22     88928.108125
2023-12-26     89333.310144
2023-12-27     89447.238743
2023-12-28     89310.360844
2023-12-29     89136.780568
Length: 501, dtype: float64"
126,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99110.159944
2022-01-05     98795.737360
2022-01-06     98641.736003
2022-01-07     98752.678484
                  ...      
2023-12-22     72918.403025
2023-12-26     73031.597807
2023-12-27     72984.424898
2023-12-28     73115.185140
2023-12-29     73050.207167
Length: 501, dtype: float64"
126,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100345.672500
2022-01-05     99480.933770
2022-01-06     99457.696063
2022-01-07     99300.374742
                  ...      
2023-12-22     93011.637325
2023-12-26     93533.554394
2023-12-27     93683.203896
2023-12-28     93548.268234
2023-12-29     93422.888611
Length: 501, dtype: float64"
126,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99280.259366
2022-01-05     98896.300846
2022-01-06     98738.536923
2022-01-07     98986.401061
                  ...      
2023-12-22     75880.463767
2023-12-26     75974.078932
2023-12-27     75991.419584
2023-12-28     76121.568368
2023-12-29     76115.496851
Length: 501, dtype: float64"
126,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04    100360.238490
2022-01-05     99152.942762
2022-01-06     99124.089749
2022-01-07     98972.199758
                  ...      
2023-12-22    108316.035949
2023-12-26    108775.699091
2023-12-27    108915.204710
2023-12-28    108773.128856
2023-12-29    108704.258737
Length: 501, dtype: float64"
126,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99664.088479
2022-01-05     99322.556622
2022-01-06     99121.877645
2022-01-07     99249.791718
                  ...      
2023-12-22     92337.436837
2023-12-26     92510.652184
2023-12-27     92510.770417
2023-12-28     92752.815022
2023-12-29     92814.895793
Length: 501, dtype: float64"
126,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100122.320274
2022-01-05     98499.829274
2022-01-06     98178.990784
2022-01-07     98081.082957
                  ...      
2023-12-22     81218.837793
2023-12-26     81575.643972
2023-12-27     81710.075092
2023-12-28     81699.622830
2023-12-29     81604.949564
Length: 501, dtype: float64"
126,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99572.474389
2022-01-05     98910.606711
2022-01-06     99039.859632
2022-01-07     99283.319532
                  ...      
2023-12-22     78313.897529
2023-12-26     78406.521753
2023-12-27     78403.510751
2023-12-28     78651.272413
2023-12-29     78601.234098
Length: 501, dtype: float64"
126,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100428.735692
2022-01-05     99668.301676
2022-01-06     99624.661933
2022-01-07     99421.502627
                  ...      
2023-12-22     96563.405136
2023-12-26     97285.868426
2023-12-27     97454.408943
2023-12-28     97283.232953
2023-12-29     97133.572845
Length: 501, dtype: float64"
126,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99535.946918
2022-01-05     98949.365820
2022-01-06     98961.757911
2022-01-07     99070.089077
                  ...      
2023-12-22     82881.694475
2023-12-26     82999.309918
2023-12-27     82898.687349
2023-12-28     83063.277891
2023-12-29     83073.110617
Length: 501, dtype: float64"
126,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04    100360.238490
2022-01-05     99152.942762
2022-01-06     99124.089749
2022-01-07     98972.199758
                  ...      
2023-12-22    108316.035949
2023-12-26    108775.699091
2023-12-27    108915.204710
2023-12-28    108773.128856
2023-12-29    108704.258737
Length: 501, dtype: float64"
126,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99664.088479
2022-01-05     99322.556622
2022-01-06     99121.877645
2022-01-07     99249.791718
                  ...      
2023-12-22     92337.436837
2023-12-26     92510.652184
2023-12-27     92510.770417
2023-12-28     92752.815022
2023-12-29     92814.895793
Length: 501, dtype: float64"
126,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100017.654717
2022-01-05     98573.066194
2022-01-06     97966.964912
2022-01-07     97684.281648
                  ...      
2023-12-22     87043.140857
2023-12-26     87472.281144
2023-12-27     87575.319609
2023-12-28     87522.812344
2023-12-29     87386.511260
Length: 501, dtype: float64"
126,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99478.282760
2022-01-05     98593.932622
2022-01-06     98582.466326
2022-01-07     98534.391299
                  ...      
2023-12-22     79590.450591
2023-12-26     79694.566535
2023-12-27     79675.872225
2023-12-28     79894.186737
2023-12-29     79866.038551
Length: 501, dtype: float64"
126,ewc,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100461.463936
2022-01-05     99544.207717
2022-01-06     99332.439714
2022-01-07     99110.194253
                  ...      
2023-12-22     98019.963250
2023-12-26     98789.101805
2023-12-27     98929.171478
2023-12-28     98796.290267
2023-12-29     98672.195980
Length: 501, dtype: float64"
126,ewc,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99322.581644
2022-01-05     99176.475250
2022-01-06     99056.054765
2022-01-07     99367.764261
                  ...      
2023-12-22     93034.457219
2023-12-26     93201.406502
2023-12-27     93334.543793
2023-12-28     93641.212862
2023-12-29     93633.718813
Length: 501, dtype: float64"
126,ewc,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04    100360.238490
2022-01-05     99152.942762
2022-01-06     99124.089749
2022-01-07     98972.199758
                  ...      
2023-12-22    108316.035949
2023-12-26    108775.699091
2023-12-27    108915.204710
2023-12-28    108773.128856
2023-12-29    108704.258737
Length: 501, dtype: float64"
126,ewc,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99664.088479
2022-01-05     99322.556622
2022-01-06     99121.877645
2022-01-07     99249.791718
                  ...      
2023-12-22     92337.436837
2023-12-26     92510.652184
2023-12-27     92510.770417
2023-12-28     92752.815022
2023-12-29     92814.895793
Length: 501, dtype: float64"
