iteration,strategy,rl_model,data_group,portfolio_values
150,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99023.146300
2022-01-05     96924.557638
2022-01-06     96975.171277
2022-01-07     96965.430266
                  ...      
2023-12-22     77351.641969
2023-12-26     77557.350549
2023-12-27     77580.878243
2023-12-28     77706.810007
2023-12-29     77630.599856
Length: 501, dtype: float64"
150,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99963.428801
2022-01-05     99877.728826
2022-01-06     99787.462611
2022-01-07     99704.463866
                  ...      
2023-12-22     81618.874187
2023-12-26     81937.514463
2023-12-27     82010.230035
2023-12-28     82057.455885
2023-12-29     82044.951524
Length: 501, dtype: float64"
150,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99388.460165
2022-01-05     98022.779067
2022-01-06     98030.465766
2022-01-07     98077.514514
                  ...      
2023-12-22     80871.010675
2023-12-26     81081.271725
2023-12-27     81109.778027
2023-12-28     81191.937492
2023-12-29     81134.818192
Length: 501, dtype: float64"
150,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100355.400051
2022-01-05    100229.391290
2022-01-06     99860.308777
2022-01-07     99717.376218
                  ...      
2023-12-22     82563.254656
2023-12-26     83002.055552
2023-12-27     83030.911949
2023-12-28     82996.450659
2023-12-29     82894.367788
Length: 501, dtype: float64"
150,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99336.817880
2022-01-05     97597.658431
2022-01-06     97670.049840
2022-01-07     97590.657813
                  ...      
2023-12-22    102838.088724
2023-12-26    103047.077554
2023-12-27    103068.475439
2023-12-28    103241.326420
2023-12-29    103152.647386
Length: 501, dtype: float64"
150,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100040.993986
2022-01-05     99906.954993
2022-01-06     99553.090157
2022-01-07     99535.536587
                  ...      
2023-12-22    102762.781881
2023-12-26    103401.477800
2023-12-27    103552.269219
2023-12-28    103680.701756
2023-12-29    103600.927218
Length: 501, dtype: float64"
150,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99383.000270
2022-01-05     97873.028177
2022-01-06     97829.135511
2022-01-07     97702.547058
                  ...      
2023-12-22     76869.165194
2023-12-26     77111.780876
2023-12-27     77125.728579
2023-12-28     77210.673335
2023-12-29     77131.765032
Length: 501, dtype: float64"
150,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100105.712639
2022-01-05    100027.382856
2022-01-06     99776.004326
2022-01-07     99800.228880
                  ...      
2023-12-22     83158.502197
2023-12-26     83600.268156
2023-12-27     83705.475996
2023-12-28     83758.599961
2023-12-29     83702.235915
Length: 501, dtype: float64"
150,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99992.641400
2022-01-05     99047.069413
2022-01-06     99092.042995
2022-01-07     99040.047921
                  ...      
2023-12-22     91098.615061
2023-12-26     91285.289215
2023-12-27     91262.716761
2023-12-28     91405.976021
2023-12-29     91341.416258
Length: 501, dtype: float64"
150,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99714.307002
2022-01-05     99288.898766
2022-01-06     98809.398340
2022-01-07     98689.013990
                  ...      
2023-12-22     93027.160546
2023-12-26     93293.140326
2023-12-27     93376.694413
2023-12-28     93480.729420
2023-12-29     93386.444597
Length: 501, dtype: float64"
150,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99336.817880
2022-01-05     97597.658431
2022-01-06     97670.049840
2022-01-07     97590.657813
                  ...      
2023-12-22    102838.088724
2023-12-26    103047.077554
2023-12-27    103068.475439
2023-12-28    103241.326420
2023-12-29    103152.647386
Length: 501, dtype: float64"
150,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100040.993986
2022-01-05     99906.954993
2022-01-06     99553.090157
2022-01-07     99535.536587
                  ...      
2023-12-22    102762.781881
2023-12-26    103401.477800
2023-12-27    103552.269219
2023-12-28    103680.701756
2023-12-29    103600.927218
Length: 501, dtype: float64"
150,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99076.554438
2022-01-05     96933.188140
2022-01-06     96861.029637
2022-01-07     96578.495544
                  ...      
2023-12-22     80375.522898
2023-12-26     80509.637259
2023-12-27     80506.725975
2023-12-28     80596.374848
2023-12-29     80512.982190
Length: 501, dtype: float64"
150,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100124.814557
2022-01-05    100149.794847
2022-01-06     99843.922314
2022-01-07     99695.306388
                  ...      
2023-12-22     85865.604688
2023-12-26     86410.835911
2023-12-27     86453.026017
2023-12-28     86426.725682
2023-12-29     86386.675167
Length: 501, dtype: float64"
150,ewc,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99410.829593
2022-01-05     98407.637011
2022-01-06     98208.350794
2022-01-07     98186.854895
                  ...      
2023-12-22     87236.098392
2023-12-26     87436.838110
2023-12-27     87486.420575
2023-12-28     87566.020299
2023-12-29     87502.567072
Length: 501, dtype: float64"
150,ewc,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100320.727121
2022-01-05    100386.434913
2022-01-06    100022.711447
2022-01-07    100081.776746
                  ...      
2023-12-22     94912.377429
2023-12-26     95359.014435
2023-12-27     95500.255775
2023-12-28     95596.623993
2023-12-29     95599.082293
Length: 501, dtype: float64"
150,ewc,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99336.817880
2022-01-05     97597.658431
2022-01-06     97670.049840
2022-01-07     97590.657813
                  ...      
2023-12-22    102838.088724
2023-12-26    103047.077554
2023-12-27    103068.475439
2023-12-28    103241.326420
2023-12-29    103152.647386
Length: 501, dtype: float64"
150,ewc,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100040.993986
2022-01-05     99906.954993
2022-01-06     99553.090157
2022-01-07     99535.536587
                  ...      
2023-12-22    102762.781881
2023-12-26    103401.477800
2023-12-27    103552.269219
2023-12-28    103680.701756
2023-12-29    103600.927218
Length: 501, dtype: float64"
150,replay,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99111.751079
2022-01-05     97478.123482
2022-01-06     97125.016941
2022-01-07     97146.786223
                  ...      
2023-12-22     80852.920895
2023-12-26     81048.058807
2023-12-27     81103.909337
2023-12-28     81241.401692
2023-12-29     81141.249965
Length: 501, dtype: float64"
150,replay,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100341.949166
2022-01-05    100024.886265
2022-01-06     99660.924740
2022-01-07     99565.472258
                  ...      
2023-12-22     85680.436280
2023-12-26     85939.398135
2023-12-27     85935.732134
2023-12-28     85996.308740
2023-12-29     85972.603548
Length: 501, dtype: float64"
150,replay,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99823.775820
2022-01-05     98546.004357
2022-01-06     98694.643110
2022-01-07     98666.442238
                  ...      
2023-12-22     86460.725358
2023-12-26     86636.831191
2023-12-27     86623.837209
2023-12-28     86725.770551
2023-12-29     86606.727376
Length: 501, dtype: float64"
150,replay,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100609.574113
2022-01-05    100579.872547
2022-01-06    100487.366551
2022-01-07    100390.484417
                  ...      
2023-12-22     93387.895230
2023-12-26     94055.826128
2023-12-27     94126.069944
2023-12-28     94160.719993
2023-12-29     94091.394767
Length: 501, dtype: float64"
150,replay,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99336.817880
2022-01-05     97597.658431
2022-01-06     97670.049840
2022-01-07     97590.657813
                  ...      
2023-12-22    102838.088724
2023-12-26    103047.077554
2023-12-27    103068.475439
2023-12-28    103241.326420
2023-12-29    103152.647386
Length: 501, dtype: float64"
150,replay,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100040.993986
2022-01-05     99906.954993
2022-01-06     99553.090157
2022-01-07     99535.536587
                  ...      
2023-12-22    102762.781881
2023-12-26    103401.477800
2023-12-27    103552.269219
2023-12-28    103680.701756
2023-12-29    103600.927218
Length: 501, dtype: float64"
