iteration,strategy,rl_model,data_group,portfolio_values
135,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100158.007079
2022-01-05     99861.258700
2022-01-06     99961.708135
2022-01-07    100216.073086
                  ...      
2023-12-22     79802.646036
2023-12-26     79991.257105
2023-12-27     80035.075463
2023-12-28     80102.391708
2023-12-29     80148.271984
Length: 501, dtype: float64"
135,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100002.107332
2022-01-05     98834.172978
2022-01-06     98395.238144
2022-01-07     98201.257295
                  ...      
2023-12-22     78750.078127
2023-12-26     79028.782714
2023-12-27     78993.342681
2023-12-28     79011.491945
2023-12-29     78833.035081
Length: 501, dtype: float64"
135,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100036.441933
2022-01-05     99606.070175
2022-01-06     99830.433431
2022-01-07     99914.635163
                  ...      
2023-12-22     89162.888080
2023-12-26     89382.807927
2023-12-27     89525.420473
2023-12-28     89610.489066
2023-12-29     89629.156277
Length: 501, dtype: float64"
135,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99465.372907
2022-01-05     98434.792903
2022-01-06     97921.972665
2022-01-07     97706.869636
                  ...      
2023-12-22     83357.642493
2023-12-26     83720.997479
2023-12-27     83760.714569
2023-12-28     83837.026166
2023-12-29     83641.924569
Length: 501, dtype: float64"
135,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99696.247679
2022-01-05     98942.870723
2022-01-06     99142.309096
2022-01-07     99132.729568
                  ...      
2023-12-22    108368.394932
2023-12-26    108626.997876
2023-12-27    108798.081160
2023-12-28    108937.567952
2023-12-29    108988.418443
Length: 501, dtype: float64"
135,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99394.945761
2022-01-05     97977.962634
2022-01-06     97486.893349
2022-01-07     97248.536070
                  ...      
2023-12-22    100882.675596
2023-12-26    101285.223990
2023-12-27    101348.177058
2023-12-28    101320.899804
2023-12-29    101086.925282
Length: 501, dtype: float64"
135,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99919.626287
2022-01-05     99431.266323
2022-01-06     99682.685863
2022-01-07     99912.587372
                  ...      
2023-12-22     79604.003249
2023-12-26     79735.853522
2023-12-27     79814.217019
2023-12-28     79827.613072
2023-12-29     79817.584884
Length: 501, dtype: float64"
135,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99934.228434
2022-01-05     99193.057073
2022-01-06     98897.250254
2022-01-07     98518.502292
                  ...      
2023-12-22     83466.123527
2023-12-26     83755.959866
2023-12-27     83785.511483
2023-12-28     83778.979616
2023-12-29     83569.628975
Length: 501, dtype: float64"
135,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99962.107348
2022-01-05     99390.375562
2022-01-06     99674.506893
2022-01-07     99821.409857
                  ...      
2023-12-22     92269.883375
2023-12-26     92526.354185
2023-12-27     92608.430564
2023-12-28     92691.825120
2023-12-29     92678.850541
Length: 501, dtype: float64"
135,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99886.309879
2022-01-05     98388.929934
2022-01-06     97975.876354
2022-01-07     97809.700071
                  ...      
2023-12-22     93174.255958
2023-12-26     93538.361115
2023-12-27     93509.733878
2023-12-28     93545.727786
2023-12-29     93378.059987
Length: 501, dtype: float64"
135,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99696.247679
2022-01-05     98942.870723
2022-01-06     99142.309096
2022-01-07     99132.729568
                  ...      
2023-12-22    108368.394932
2023-12-26    108626.997876
2023-12-27    108798.081160
2023-12-28    108937.567952
2023-12-29    108988.418443
Length: 501, dtype: float64"
135,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99394.945761
2022-01-05     97977.962634
2022-01-06     97486.893349
2022-01-07     97248.536070
                  ...      
2023-12-22    100882.675596
2023-12-26    101285.223990
2023-12-27    101348.177058
2023-12-28    101320.899804
2023-12-29    101086.925282
Length: 501, dtype: float64"
135,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99881.183337
2022-01-05     99529.053999
2022-01-06     99720.277133
2022-01-07    100219.510905
                  ...      
2023-12-22     87838.457404
2023-12-26     88048.740269
2023-12-27     88100.167543
2023-12-28     88160.294595
2023-12-29     88149.554020
Length: 501, dtype: float64"
135,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100119.520300
2022-01-05     99197.652466
2022-01-06     98629.124772
2022-01-07     98199.855044
                  ...      
2023-12-22     81130.505293
2023-12-26     81420.888520
2023-12-27     81405.688682
2023-12-28     81414.943242
2023-12-29     81267.033448
Length: 501, dtype: float64"
135,ewc,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99764.140299
2022-01-05     99115.569972
2022-01-06     99145.045100
2022-01-07     99261.608374
                  ...      
2023-12-22     93272.252919
2023-12-26     93481.394870
2023-12-27     93572.424047
2023-12-28     93718.286388
2023-12-29     93760.847917
Length: 501, dtype: float64"
135,ewc,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99686.722552
2022-01-05     98639.869322
2022-01-06     97983.745437
2022-01-07     97499.888784
                  ...      
2023-12-22     94693.827393
2023-12-26     95255.933075
2023-12-27     95356.277760
2023-12-28     95340.203105
2023-12-29     95193.823389
Length: 501, dtype: float64"
135,ewc,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99696.247679
2022-01-05     98942.870723
2022-01-06     99142.309096
2022-01-07     99132.729568
                  ...      
2023-12-22    108368.394932
2023-12-26    108626.997876
2023-12-27    108798.081160
2023-12-28    108937.567952
2023-12-29    108988.418443
Length: 501, dtype: float64"
135,ewc,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99394.945761
2022-01-05     97977.962634
2022-01-06     97486.893349
2022-01-07     97248.536070
                  ...      
2023-12-22    100882.675596
2023-12-26    101285.223990
2023-12-27    101348.177058
2023-12-28    101320.899804
2023-12-29    101086.925282
Length: 501, dtype: float64"
135,replay,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99681.088460
2022-01-05     99271.933008
2022-01-06     99338.609592
2022-01-07     99428.152033
                  ...      
2023-12-22     78349.336525
2023-12-26     78531.981232
2023-12-27     78555.503519
2023-12-28     78642.348768
2023-12-29     78661.093593
Length: 501, dtype: float64"
135,replay,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99935.831077
2022-01-05     99162.848394
2022-01-06     98747.539812
2022-01-07     98490.018144
                  ...      
2023-12-22     84679.071305
2023-12-26     85074.947975
2023-12-27     85167.363490
2023-12-28     85298.147760
2023-12-29     85056.978243
Length: 501, dtype: float64"
135,replay,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100096.091270
2022-01-05     99727.142687
2022-01-06     99944.434394
2022-01-07    100359.628453
                  ...      
2023-12-22     97854.183507
2023-12-26     98048.787680
2023-12-27     98135.366751
2023-12-28     98251.169380
2023-12-29     98250.629507
Length: 501, dtype: float64"
