iteration,strategy,rl_model,data_group,portfolio_values
148,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99706.625629
2022-01-05     98791.636166
2022-01-06     98479.667747
2022-01-07     98271.548492
                  ...      
2023-12-22     78678.744199
2023-12-26     78915.791973
2023-12-27     79070.915901
2023-12-28     79076.232371
2023-12-29     78991.527190
Length: 501, dtype: float64"
148,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100296.863473
2022-01-05     99364.285783
2022-01-06     99137.191924
2022-01-07     99337.725047
                  ...      
2023-12-22     81309.582882
2023-12-26     81418.802030
2023-12-27     81326.566430
2023-12-28     81421.452401
2023-12-29     81323.932052
Length: 501, dtype: float64"
148,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99353.556100
2022-01-05     98321.964602
2022-01-06     98454.224802
2022-01-07     98370.622927
                  ...      
2023-12-22     92409.139458
2023-12-26     93161.566975
2023-12-27     93371.143418
2023-12-28     93444.348257
2023-12-29     93358.859883
Length: 501, dtype: float64"
148,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100173.337427
2022-01-05     99711.800704
2022-01-06     99460.785848
2022-01-07     99451.963369
                  ...      
2023-12-22     83701.174210
2023-12-26     83846.904575
2023-12-27     83764.462139
2023-12-28     83913.433948
2023-12-29     83837.592855
Length: 501, dtype: float64"
148,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     98777.499378
2022-01-05     97971.106633
2022-01-06     97770.661110
2022-01-07     97733.219593
                  ...      
2023-12-22    103474.253586
2023-12-26    103907.445564
2023-12-27    104211.830831
2023-12-28    104317.343347
2023-12-29    104253.662899
Length: 501, dtype: float64"
148,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100323.470905
2022-01-05     99278.278780
2022-01-06     98991.126288
2022-01-07     99120.125705
                  ...      
2023-12-22    100180.594571
2023-12-26    100446.870303
2023-12-27    100451.268104
2023-12-28    100665.704319
2023-12-29    100556.544959
Length: 501, dtype: float64"
148,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     98892.292275
2022-01-05     98302.166259
2022-01-06     98077.699871
2022-01-07     98041.673427
                  ...      
2023-12-22     87769.003687
2023-12-26     88477.016530
2023-12-27     88635.545429
2023-12-28     88600.500139
2023-12-29     88471.848760
Length: 501, dtype: float64"
148,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100362.320835
2022-01-05     99287.525453
2022-01-06     99216.212989
2022-01-07     99410.322828
                  ...      
2023-12-22     78552.385546
2023-12-26     78757.598535
2023-12-27     78728.343475
2023-12-28     78845.278007
2023-12-29     78752.020816
Length: 501, dtype: float64"
148,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99461.049150
2022-01-05     98547.884375
2022-01-06     98599.307491
2022-01-07     98438.745240
                  ...      
2023-12-22     92507.959050
2023-12-26     93204.367315
2023-12-27     93409.482596
2023-12-28     93505.231885
2023-12-29     93433.413467
Length: 501, dtype: float64"
148,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100259.101278
2022-01-05     99429.854005
2022-01-06     99263.804161
2022-01-07     99171.337211
                  ...      
2023-12-22     83966.292991
2023-12-26     84192.566227
2023-12-27     84083.083454
2023-12-28     84194.327405
2023-12-29     84140.397876
Length: 501, dtype: float64"
148,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     98777.499378
2022-01-05     97971.106633
2022-01-06     97770.661110
2022-01-07     97733.219593
                  ...      
2023-12-22    103474.253586
2023-12-26    103907.445564
2023-12-27    104211.830831
2023-12-28    104317.343347
2023-12-29    104253.662899
Length: 501, dtype: float64"
148,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04    100323.470905
2022-01-05     99278.278780
2022-01-06     98991.126288
2022-01-07     99120.125705
                  ...      
2023-12-22    100180.594571
2023-12-26    100446.870303
2023-12-27    100451.268104
2023-12-28    100665.704319
2023-12-29    100556.544959
Length: 501, dtype: float64"
148,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99153.697199
2022-01-05     98232.986371
2022-01-06     98148.530546
2022-01-07     98101.993812
                  ...      
2023-12-22     85870.038845
2023-12-26     86180.240593
2023-12-27     86331.314896
2023-12-28     86228.008573
2023-12-29     86099.442061
Length: 501, dtype: float64"
148,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100468.637280
2022-01-05     99952.706757
2022-01-06     99600.857838
2022-01-07     99628.059743
                  ...      
2023-12-22     81445.944603
2023-12-26     81570.063631
2023-12-27     81517.059960
2023-12-28     81596.487995
2023-12-29     81517.283604
Length: 501, dtype: float64"
