iteration,strategy,rl_model,data_group,portfolio_values
134,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100311.155548
2022-01-05     99933.166889
2022-01-06     99901.008608
2022-01-07    100249.282417
                  ...      
2023-12-22     88300.717849
2023-12-26     88566.783033
2023-12-27     88600.672882
2023-12-28     88819.577901
2023-12-29     88893.665416
Length: 501, dtype: float64"
134,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99402.983896
2022-01-05     97778.663651
2022-01-06     97412.694934
2022-01-07     96902.603161
                  ...      
2023-12-22     76969.120454
2023-12-26     77633.594913
2023-12-27     77659.299043
2023-12-28     77598.344387
2023-12-29     77411.134612
Length: 501, dtype: float64"
134,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100087.858470
2022-01-05     99327.890265
2022-01-06     99569.791872
2022-01-07     99438.744715
                  ...      
2023-12-22     96789.083721
2023-12-26     97025.547150
2023-12-27     97100.081572
2023-12-28     97246.618699
2023-12-29     97295.118481
Length: 501, dtype: float64"
134,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99270.628623
2022-01-05     97743.314303
2022-01-06     97293.130962
2022-01-07     96781.554444
                  ...      
2023-12-22     82707.812462
2023-12-26     83176.029043
2023-12-27     83311.029479
2023-12-28     83289.130519
2023-12-29     83067.895571
Length: 501, dtype: float64"
134,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04    100204.673404
2022-01-05    100203.976894
2022-01-06    100105.147095
2022-01-07    100614.301573
                  ...      
2023-12-22     97105.777650
2023-12-26     97441.222435
2023-12-27     97585.174036
2023-12-28     97810.734750
2023-12-29     97914.353515
Length: 501, dtype: float64"
134,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99261.608186
2022-01-05     97693.840123
2022-01-06     97562.466950
2022-01-07     97484.918881
                  ...      
2023-12-22     96975.907698
2023-12-26     97556.586616
2023-12-27     97590.687887
2023-12-28     97567.891932
2023-12-29     97346.771371
Length: 501, dtype: float64"
134,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99901.942677
2022-01-05     99678.263853
2022-01-06     99763.488771
2022-01-07     99694.470335
                  ...      
2023-12-22     84987.575755
2023-12-26     85166.717310
2023-12-27     85167.413992
2023-12-28     85354.613638
2023-12-29     85422.772948
Length: 501, dtype: float64"
134,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99128.055562
2022-01-05     97707.141768
2022-01-06     97245.828755
2022-01-07     96998.236692
                  ...      
2023-12-22     78422.257783
2023-12-26     78723.382992
2023-12-27     78768.465153
2023-12-28     78719.329339
2023-12-29     78542.746103
Length: 501, dtype: float64"
134,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100137.772428
2022-01-05     99777.394055
2022-01-06    100038.667819
2022-01-07     99931.608269
                  ...      
2023-12-22     93854.494150
2023-12-26     94159.790684
2023-12-27     94254.676899
2023-12-28     94367.043805
2023-12-29     94412.695086
Length: 501, dtype: float64"
134,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99358.590508
2022-01-05     98003.443638
2022-01-06     97759.874666
2022-01-07     97517.248380
                  ...      
2023-12-22     85986.932134
2023-12-26     86227.028881
2023-12-27     86186.974276
2023-12-28     86175.705083
2023-12-29     85952.949424
Length: 501, dtype: float64"
