iteration,strategy,rl_model,data_group,portfolio_values
127,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100390.792418
2022-01-05    100289.927010
2022-01-06     99797.526645
2022-01-07    100054.349061
                  ...      
2023-12-22     84254.058698
2023-12-26     84528.533126
2023-12-27     84613.644152
2023-12-28     84718.685244
2023-12-29     84693.104257
Length: 501, dtype: float64"
127,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99401.415554
2022-01-05     98103.880370
2022-01-06     98037.962003
2022-01-07     97845.735855
                  ...      
2023-12-22     82038.335501
2023-12-26     82245.453400
2023-12-27     82280.737082
2023-12-28     82247.019676
2023-12-29     82110.265528
Length: 501, dtype: float64"
127,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100508.044006
2022-01-05    100057.275628
2022-01-06     99845.338590
2022-01-07    100173.463112
                  ...      
2023-12-22     92205.179304
2023-12-26     92502.420232
2023-12-27     92537.347757
2023-12-28     92736.724573
2023-12-29     92741.640879
Length: 501, dtype: float64"
127,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99173.595486
2022-01-05     97211.863887
2022-01-06     97214.972940
2022-01-07     97063.805504
                  ...      
2023-12-22     83067.457764
2023-12-26     83306.935536
2023-12-27     83393.273934
2023-12-28     83354.099124
2023-12-29     83247.172173
Length: 501, dtype: float64"
127,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04    100442.908948
2022-01-05    100717.563179
2022-01-06    100399.616459
2022-01-07    100549.521092
                  ...      
2023-12-22    103946.716490
2023-12-26    104596.017345
2023-12-27    104670.086620
2023-12-28    104766.158595
2023-12-29    104754.282788
Length: 501, dtype: float64"
127,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99544.181786
2022-01-05     97825.322425
2022-01-06     97819.407185
2022-01-07     97511.954727
                  ...      
2023-12-22    102945.292571
2023-12-26    103240.760328
2023-12-27    103291.560429
2023-12-28    103285.848412
2023-12-29    103153.495489
Length: 501, dtype: float64"
127,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04    100499.840959
2022-01-05    100587.350786
2022-01-06    100092.000371
2022-01-07    100088.090887
                  ...      
2023-12-22     80271.312474
2023-12-26     80628.644175
2023-12-27     80673.756536
2023-12-28     80812.673887
2023-12-29     80766.937020
Length: 501, dtype: float64"
127,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99277.845245
2022-01-05     97620.276525
2022-01-06     97754.832561
2022-01-07     97501.762341
                  ...      
2023-12-22     81984.721880
2023-12-26     82156.146020
2023-12-27     82214.770588
2023-12-28     82187.875723
2023-12-29     82103.443910
Length: 501, dtype: float64"
127,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04    100492.757877
2022-01-05    100307.141680
2022-01-06     99790.971196
2022-01-07     99919.410583
                  ...      
2023-12-22     92218.300578
2023-12-26     92503.498549
2023-12-27     92557.885822
2023-12-28     92822.966082
2023-12-29     92799.145384
Length: 501, dtype: float64"
127,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04     99153.022376
2022-01-05     97567.460753
2022-01-06     97371.729262
2022-01-07     97036.432428
                  ...      
2023-12-22     80948.066591
2023-12-26     81165.877128
2023-12-27     81200.498926
2023-12-28     81220.781078
2023-12-29     81143.504886
Length: 501, dtype: float64"
