iteration,strategy,rl_model,data_group,portfolio_values
111,baseline,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99552.053897
2022-01-05     99764.870090
2022-01-06     99090.938951
2022-01-07     99211.505969
                  ...      
2023-12-22     81392.360196
2023-12-26     81730.227128
2023-12-27     81860.872812
2023-12-28     82030.983099
2023-12-29     82037.871622
Length: 501, dtype: float64"
111,baseline,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99838.221072
2022-01-05     98547.876434
2022-01-06     98673.117596
2022-01-07     98476.734001
                  ...      
2023-12-22     86655.712585
2023-12-26     86857.893372
2023-12-27     86836.372749
2023-12-28     86730.370497
2023-12-29     86601.267222
Length: 501, dtype: float64"
111,baseline,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99368.207926
2022-01-05     99395.708616
2022-01-06     98553.051260
2022-01-07     98693.582951
                  ...      
2023-12-22     80992.005626
2023-12-26     81270.663183
2023-12-27     81372.387245
2023-12-28     81483.885260
2023-12-29     81421.169518
Length: 501, dtype: float64"
111,baseline,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100186.187408
2022-01-05     98472.652880
2022-01-06     98621.130312
2022-01-07     98354.606157
                  ...      
2023-12-22     82424.630991
2023-12-26     82643.681974
2023-12-27     82626.210728
2023-12-28     82597.214388
2023-12-29     82439.848394
Length: 501, dtype: float64"
111,baseline,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99349.404949
2022-01-05     99538.725365
2022-01-06     98799.891446
2022-01-07     99119.240166
                  ...      
2023-12-22     93833.099004
2023-12-26     94168.959403
2023-12-27     94408.228353
2023-12-28     94653.856890
2023-12-29     94664.760238
Length: 501, dtype: float64"
111,baseline,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99596.147579
2022-01-05     97758.736147
2022-01-06     97943.836810
2022-01-07     97584.891164
                  ...      
2023-12-22    104635.052478
2023-12-26    104877.128933
2023-12-27    104863.714934
2023-12-28    104941.801830
2023-12-29    104894.353702
Length: 501, dtype: float64"
111,naive,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99895.173678
2022-01-05     99680.701353
2022-01-06     98799.918744
2022-01-07     98876.695533
                  ...      
2023-12-22     81459.511387
2023-12-26     81802.794470
2023-12-27     81934.432193
2023-12-28     82055.560828
2023-12-29     82011.598002
Length: 501, dtype: float64"
111,naive,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99737.105402
2022-01-05     98213.776780
2022-01-06     98473.423545
2022-01-07     98201.859932
                  ...      
2023-12-22     79045.075062
2023-12-26     79297.107418
2023-12-27     79221.402452
2023-12-28     79139.914256
2023-12-29     78946.943958
Length: 501, dtype: float64"
111,naive,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99038.074808
2022-01-05     99024.826394
2022-01-06     98270.787330
2022-01-07     98566.994225
                  ...      
2023-12-22     81581.403137
2023-12-26     82018.404395
2023-12-27     82174.242594
2023-12-28     82333.801435
2023-12-29     82339.584421
Length: 501, dtype: float64"
111,naive,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100087.120380
2022-01-05     98257.672705
2022-01-06     98623.998058
2022-01-07     98396.587369
                  ...      
2023-12-22     92833.526655
2023-12-26     93194.914639
2023-12-27     93265.577317
2023-12-28     93293.609146
2023-12-29     93200.964944
Length: 501, dtype: float64"
111,naive,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99349.404949
2022-01-05     99538.725365
2022-01-06     98799.891446
2022-01-07     99119.240166
                  ...      
2023-12-22     93833.099004
2023-12-26     94168.959403
2023-12-27     94408.228353
2023-12-28     94653.856890
2023-12-29     94664.760238
Length: 501, dtype: float64"
111,naive,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99596.147579
2022-01-05     97758.736147
2022-01-06     97943.836810
2022-01-07     97584.891164
                  ...      
2023-12-22    104635.052478
2023-12-26    104877.128933
2023-12-27    104863.714934
2023-12-28    104941.801830
2023-12-29    104894.353702
Length: 501, dtype: float64"
111,ewc,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99498.494234
2022-01-05     99787.948381
2022-01-06     99054.283084
2022-01-07     99307.271339
                  ...      
2023-12-22     72132.772113
2023-12-26     72400.627981
2023-12-27     72493.279500
2023-12-28     72644.008784
2023-12-29     72616.571312
Length: 501, dtype: float64"
111,ewc,PPO,Group2,"2022-01-03    100000.000000
2022-01-04    100112.066758
2022-01-05     98511.965299
2022-01-06     98872.802315
2022-01-07     98389.977281
                  ...      
2023-12-22     80440.874592
2023-12-26     80611.941501
2023-12-27     80528.571538
2023-12-28     80495.649502
2023-12-29     80345.444226
Length: 501, dtype: float64"
111,ewc,A2C,Group1,"2022-01-03    100000.000000
2022-01-04     99880.484985
2022-01-05     99909.244214
2022-01-06     99412.675043
2022-01-07     99890.528810
                  ...      
2023-12-22     88403.171346
2023-12-26     88733.268438
2023-12-27     88820.689412
2023-12-28     89010.294083
2023-12-29     89026.208267
Length: 501, dtype: float64"
111,ewc,A2C,Group2,"2022-01-03    100000.000000
2022-01-04    100037.094406
2022-01-05     98338.782717
2022-01-06     98625.067642
2022-01-07     98244.233993
                  ...      
2023-12-22    100390.615567
2023-12-26    100660.991570
2023-12-27    100630.627497
2023-12-28    100657.290982
2023-12-29    100604.964738
Length: 501, dtype: float64"
111,ewc,DDPG,Group1,"2022-01-03    100000.000000
2022-01-04     99349.404949
2022-01-05     99538.725365
2022-01-06     98799.891446
2022-01-07     99119.240166
                  ...      
2023-12-22     93833.099004
2023-12-26     94168.959403
2023-12-27     94408.228353
2023-12-28     94653.856890
2023-12-29     94664.760238
Length: 501, dtype: float64"
111,ewc,DDPG,Group2,"2022-01-03    100000.000000
2022-01-04     99596.147579
2022-01-05     97758.736147
2022-01-06     97943.836810
2022-01-07     97584.891164
                  ...      
2023-12-22    104635.052478
2023-12-26    104877.128933
2023-12-27    104863.714934
2023-12-28    104941.801830
2023-12-29    104894.353702
Length: 501, dtype: float64"
111,replay,PPO,Group1,"2022-01-03    100000.000000
2022-01-04     99166.101673
2022-01-05     98707.010255
2022-01-06     97992.893552
2022-01-07     98333.066902
                  ...      
2023-12-22     78072.352987
2023-12-26     78346.734257
2023-12-27     78475.851162
2023-12-28     78602.025741
2023-12-29     78558.756012
Length: 501, dtype: float64"
111,replay,PPO,Group2,"2022-01-03    100000.000000
2022-01-04     99914.429094
2022-01-05     97836.718027
2022-01-06     97976.235709
2022-01-07     97587.752871
                  ...      
2023-12-22     81320.508924
2023-12-26     81604.149481
2023-12-27     81537.705887
2023-12-28     81489.551588
2023-12-29     81348.968527
Length: 501, dtype: float64"
